categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,,,2021-06-10,conservation-area:11,"MULTIPOLYGON (((1.267861 52.218505,1.267802 52.218473,1.267751 52.218488,1.267508 52.218217,1.266957 52.218492,1.266856 52.218421,1.266781 52.218463,1.266549 52.218286,1.266346 52.218375,1.266252 52.218461,1.266018 52.218544,1.265491 52.218628,1.265101 52.218620,1.264972 52.218978,1.264657 52.219253,1.264621 52.219458,1.264539 52.219491,1.264013 52.219457,1.263677 52.219940,1.263630 52.219967,1.263653 52.219974,1.263621 52.220018,1.263127 52.219896,1.262018 52.220747,1.261616 52.220541,1.261077 52.220834,1.261415 52.221269,1.260708 52.221374,1.260719 52.221441,1.260207 52.221441,1.259693 52.221541,1.259127 52.221805,1.258522 52.222187,1.258369 52.222246,1.258628 52.222489,1.258757 52.222430,1.259152 52.222346,1.259313 52.222232,1.259848 52.221998,1.260778 52.221655,1.260754 52.221599,1.262195 52.221383,1.264684 52.220769,1.264729 52.220933,1.264842 52.221054,1.264936 52.221101,1.265533 52.221038,1.265603 52.221141,1.265815 52.221112,1.265793 52.221080,1.265862 52.221054,1.266302 52.221049,1.266574 52.220910,1.266888 52.221123,1.267306 52.221339,1.267761 52.221513,1.267828 52.221580,1.267914 52.221501,1.268802 52.221841,1.269202 52.222103,1.269194 52.222165,1.269282 52.222268,1.269744 52.222614,1.270170 52.222369,1.270179 52.222531,1.270335 52.222497,1.270509 52.222640,1.271039 52.222383,1.271430 52.222443,1.271947 52.222637,1.272547 52.222738,1.272977 52.223000,1.273117 52.223140,1.273049 52.223167,1.273841 52.223816,1.273572 52.223926,1.273842 52.224167,1.274114 52.224046,1.274298 52.224203,1.274534 52.224104,1.274855 52.224166,1.274969 52.224065,1.274650 52.223921,1.274674 52.223909,1.274415 52.223771,1.274321 52.223754,1.274032 52.223506,1.274239 52.223416,1.274060 52.223193,1.273996 52.223183,1.273993 52.223116,1.273733 52.222808,1.274372 52.222614,1.274507 52.222541,1.274483 52.222471,1.274302 52.222510,1.273677 52.221535,1.273441 52.221713,1.273334 52.221678,1.273132 52.221812,1.272390 52.222074,1.272078 52.221650,1.271402 52.221972,1.270603 52.221509,1.269977 52.221364,1.269303 52.221081,1.270454 52.220454,1.269699 52.220123,1.268943 52.219748,1.268952 52.219705,1.269522 52.219328,1.269469 52.219327,1.268856 52.219006,1.268749 52.218994,1.267861 52.218505)))",,Earl Soham,,,,11,,
,,,2021-06-10,conservation-area:12,"MULTIPOLYGON (((1.333854 52.178672,1.332758 52.178486,1.332541 52.178402,1.332346 52.178243,1.332093 52.178671,1.331815 52.179284,1.333476 52.179463,1.333485 52.179641,1.333604 52.179637,1.333626 52.179234,1.335197 52.179273,1.335197 52.179305,1.335747 52.179332,1.335453 52.179589,1.335685 52.179695,1.335566 52.179742,1.335570 52.179838,1.335700 52.179793,1.336074 52.179770,1.336190 52.179885,1.336315 52.179843,1.336289 52.179757,1.336403 52.179758,1.336508 52.179718,1.336638 52.179607,1.336895 52.179578,1.336901 52.179417,1.336990 52.179353,1.337227 52.179284,1.337594 52.179322,1.337712 52.179346,1.337807 52.179410,1.337855 52.180260,1.338142 52.180208,1.338526 52.180287,1.338714 52.180264,1.339224 52.180016,1.339586 52.179768,1.339573 52.179625,1.339503 52.179456,1.339110 52.179071,1.339885 52.178714,1.339829 52.178651,1.341532 52.177816,1.341652 52.177852,1.341919 52.177739,1.342112 52.177948,1.342751 52.177727,1.342539 52.177382,1.343229 52.177060,1.343216 52.177012,1.342988 52.176767,1.343091 52.176449,1.343317 52.175991,1.343214 52.175928,1.342821 52.176173,1.342668 52.176298,1.342195 52.176816,1.341795 52.176673,1.341883 52.176563,1.341025 52.176272,1.341028 52.176222,1.341210 52.176006,1.342027 52.175487,1.341180 52.174985,1.341061 52.175135,1.340426 52.175237,1.339945 52.175523,1.339692 52.175808,1.339323 52.176098,1.339306 52.176173,1.339364 52.176313,1.339341 52.176373,1.338825 52.176546,1.339751 52.177113,1.339353 52.177332,1.339156 52.177242,1.339085 52.177382,1.338799 52.177433,1.338708 52.177609,1.338531 52.177726,1.338536 52.177961,1.338454 52.178084,1.338301 52.178094,1.337955 52.177984,1.337742 52.177954,1.337010 52.178001,1.336656 52.178183,1.336511 52.178296,1.336374 52.178459,1.336245 52.178509,1.336040 52.178493,1.335067 52.178199,1.334671 52.178171,1.334588 52.178692,1.333854 52.178672)))",,Easton,,,,12,,
,,,2021-06-10,conservation-area:13,"MULTIPOLYGON (((1.539404 52.090910,1.539612 52.090817,1.539384 52.090693,1.539300 52.090685,1.538838 52.090814,1.538629 52.090745,1.538479 52.090755,1.537985 52.090509,1.537832 52.090513,1.537930 52.090565,1.537659 52.090740,1.537192 52.091115,1.536107 52.092072,1.535987 52.092104,1.535763 52.092301,1.535335 52.092151,1.535264 52.092160,1.534982 52.092585,1.534438 52.092406,1.533877 52.092305,1.533388 52.092152,1.533109 52.092299,1.532763 52.092234,1.532688 52.092289,1.532412 52.092711,1.532129 52.093034,1.531010 52.092624,1.529804 52.092227,1.527792 52.091661,1.527205 52.092257,1.527148 52.092237,1.527039 52.092296,1.526815 52.092308,1.526537 52.092369,1.527147 52.092639,1.525617 52.093877,1.525567 52.093870,1.529511 52.096660,1.530309 52.097903,1.530416 52.097865,1.530785 52.097511,1.531319 52.097122,1.531437 52.096370,1.531523 52.096098,1.531883 52.095568,1.532267 52.095176,1.532457 52.095090,1.532803 52.095205,1.533571 52.095562,1.533169 52.095939,1.532928 52.095839,1.532903 52.095861,1.532793 52.095819,1.532726 52.095879,1.532512 52.095787,1.532404 52.096005,1.532772 52.096208,1.532773 52.096277,1.533724 52.096792,1.535741 52.096669,1.536365 52.096571,1.536387 52.096694,1.536365 52.096799,1.536153 52.097040,1.537072 52.096888,1.536886 52.096470,1.537552 52.096356,1.537623 52.096553,1.538306 52.096419,1.538722 52.097056,1.539576 52.096865,1.539209 52.096314,1.539717 52.096211,1.539659 52.096093,1.539148 52.096163,1.538959 52.095703,1.538656 52.095232,1.537971 52.094602,1.537410 52.094301,1.537831 52.093889,1.538598 52.093216,1.538720 52.093114,1.538938 52.093001,1.539305 52.092710,1.539210 52.092672,1.540137 52.092140,1.540879 52.091868,1.540981 52.091682,1.539347 52.091237,1.539296 52.091181,1.539294 52.091103,1.539340 52.091048,1.539492 52.090975,1.539404 52.090910)))",,Orford,,,,13,,
,,,2021-06-10,conservation-area:14,"MULTIPOLYGON (((1.364654 52.156737,1.364636 52.156770,1.364717 52.157025,1.364461 52.157051,1.364436 52.157085,1.364492 52.157134,1.365060 52.157153,1.365041 52.157368,1.365398 52.157366,1.365386 52.157619,1.366474 52.157614,1.366423 52.157759,1.367332 52.157922,1.366818 52.158384,1.368453 52.158591,1.368437 52.158646,1.368778 52.158691,1.368744 52.158824,1.369279 52.158888,1.369099 52.159592,1.370538 52.159664,1.370585 52.159921,1.370764 52.160079,1.371477 52.160209,1.371668 52.160272,1.371863 52.160236,1.371875 52.159830,1.371773 52.159582,1.371083 52.159214,1.370830 52.158962,1.370809 52.158759,1.370831 52.158588,1.370767 52.158176,1.370748 52.157652,1.370706 52.157520,1.370528 52.157313,1.370285 52.157205,1.369783 52.157129,1.369596 52.157054,1.369047 52.156919,1.368883 52.157042,1.368792 52.157040,1.368534 52.157132,1.368321 52.157165,1.368342 52.157102,1.367800 52.157035,1.367843 52.156907,1.366982 52.156791,1.366952 52.156865,1.366166 52.156747,1.366441 52.156575,1.365665 52.156038,1.365915 52.155852,1.365436 52.155552,1.364928 52.155487,1.364944 52.154940,1.364902 52.154900,1.364615 52.154802,1.364416 52.154806,1.364320 52.154732,1.364396 52.154466,1.364325 52.154432,1.364040 52.154406,1.364122 52.153934,1.364495 52.153040,1.366720 52.153228,1.366709 52.152947,1.366618 52.152514,1.366557 52.152483,1.366373 52.152081,1.366537 52.152046,1.366470 52.151847,1.365952 52.151904,1.365731 52.151526,1.365958 52.151472,1.365880 52.151281,1.365145 52.151331,1.364788 52.151212,1.364420 52.151134,1.364277 52.151067,1.364008 52.151033,1.364044 52.150927,1.364158 52.150875,1.364340 52.150587,1.364533 52.150575,1.364574 52.150387,1.363360 52.150351,1.363386 52.150659,1.363332 52.151353,1.362606 52.151235,1.362390 52.151802,1.362367 52.151971,1.362288 52.152121,1.362694 52.152282,1.362677 52.152413,1.362133 52.152333,1.362110 52.152454,1.361892 52.152436,1.361877 52.152489,1.361511 52.152476,1.361478 52.152552,1.361384 52.152541,1.361387 52.152637,1.361292 52.152662,1.361253 52.152967,1.361647 52.153053,1.361500 52.153232,1.361552 52.153301,1.361274 52.153471,1.362469 52.153713,1.362451 52.153914,1.362587 52.154064,1.362238 52.154497,1.363285 52.154673,1.363182 52.154986,1.363249 52.154995,1.363196 52.155143,1.363404 52.155354,1.363517 52.155344,1.363417 52.155766,1.363269 52.156083,1.363869 52.156223,1.363855 52.156408,1.364536 52.156409,1.364668 52.156590,1.364654 52.156737)))",,Wickham Market,,,,14,,
,,,2021-06-10,conservation-area:15,"MULTIPOLYGON (((1.492216 52.217998,1.492192 52.217927,1.492211 52.217871,1.492416 52.217545,1.492399 52.217321,1.492294 52.217173,1.491523 52.216632,1.491770 52.216323,1.492467 52.216791,1.492560 52.216641,1.492741 52.216103,1.492832 52.215946,1.493254 52.215561,1.493779 52.215181,1.493840 52.214846,1.493975 52.214543,1.494158 52.214550,1.494195 52.214487,1.494384 52.214349,1.494903 52.214229,1.494880 52.213937,1.494990 52.213374,1.495048 52.213242,1.497682 52.213292,1.497843 52.213033,1.497536 52.212963,1.497093 52.212931,1.496989 52.212874,1.495742 52.212603,1.495811 52.212400,1.495548 52.212308,1.495352 52.212486,1.495340 52.212597,1.495009 52.212585,1.495075 52.212329,1.494894 52.212327,1.494498 52.212390,1.493590 52.212405,1.493442 52.212072,1.493322 52.212122,1.492796 52.212133,1.492021 52.211627,1.491739 52.211542,1.491151 52.211454,1.490817 52.211472,1.490098 52.211415,1.490079 52.211439,1.488418 52.211203,1.488654 52.211389,1.489281 52.211739,1.490210 52.212156,1.490280 52.212225,1.490340 52.212430,1.490269 52.212656,1.490268 52.212858,1.489760 52.212856,1.489807 52.213554,1.489929 52.213550,1.489926 52.213496,1.490141 52.213478,1.490167 52.213948,1.490119 52.214241,1.490469 52.214231,1.490490 52.214396,1.490446 52.214596,1.490724 52.214618,1.490678 52.214811,1.490024 52.214761,1.490083 52.214451,1.489669 52.214453,1.489347 52.214525,1.489332 52.214703,1.489258 52.214875,1.489497 52.214892,1.490673 52.216164,1.490511 52.216331,1.490533 52.216339,1.490397 52.216535,1.490752 52.216595,1.490547 52.217120,1.489272 52.217026,1.489220 52.217391,1.488923 52.217397,1.488377 52.217467,1.488392 52.217557,1.488333 52.217628,1.487820 52.217826,1.487847 52.218109,1.487910 52.218142,1.487860 52.218180,1.487881 52.218345,1.488799 52.218318,1.489873 52.218365,1.490094 52.218436,1.490156 52.218509,1.490380 52.219003,1.490469 52.218992,1.490490 52.219049,1.490535 52.219044,1.490665 52.219429,1.491008 52.219378,1.491323 52.219286,1.491584 52.219719,1.492836 52.219587,1.492761 52.219453,1.492699 52.219199,1.492716 52.219137,1.492820 52.219024,1.492816 52.218960,1.492661 52.218796,1.492578 52.218652,1.492330 52.218399,1.492216 52.217998)))",,Saxmundham,,,,15,,
,,,2021-06-10,conservation-area:16,"MULTIPOLYGON (((1.357864 52.146452,1.357885 52.146175,1.358529 52.146179,1.358552 52.145752,1.358931 52.145700,1.358766 52.145348,1.358552 52.145363,1.358464 52.145025,1.358340 52.144740,1.359544 52.144562,1.359505 52.144434,1.359521 52.144212,1.359329 52.144032,1.359844 52.143803,1.360143 52.143608,1.360284 52.143479,1.360321 52.143372,1.360309 52.143280,1.360106 52.142979,1.360092 52.142912,1.359781 52.143029,1.359672 52.143012,1.359236 52.143123,1.358129 52.143458,1.358249 52.143616,1.358137 52.143654,1.358181 52.143775,1.358294 52.143904,1.357979 52.144012,1.357616 52.144090,1.357549 52.143971,1.356933 52.144001,1.356601 52.144078,1.356499 52.144168,1.356114 52.143408,1.355095 52.143708,1.355018 52.143615,1.354841 52.143672,1.354874 52.143711,1.354370 52.143886,1.354084 52.143568,1.353722 52.143753,1.353480 52.143629,1.353376 52.143496,1.353247 52.143500,1.353256 52.143540,1.353087 52.143673,1.352524 52.144054,1.352291 52.144066,1.351663 52.143845,1.351356 52.144150,1.351409 52.144500,1.352062 52.144578,1.351859 52.145148,1.352383 52.145175,1.352563 52.145218,1.352532 52.145307,1.352604 52.145720,1.352685 52.145930,1.352895 52.146205,1.352944 52.146319,1.352928 52.146529,1.352834 52.146757,1.352341 52.147636,1.354277 52.147921,1.354770 52.147954,1.354773 52.147989,1.357898 52.147543,1.357787 52.147204,1.357765 52.146899,1.357813 52.146449,1.357864 52.146452)))",,Pettistree,,,,16,,
,,,2021-06-10,conservation-area:17,"MULTIPOLYGON (((1.340223 51.955171,1.340514 51.955478,1.339907 51.955693,1.340150 51.955960,1.339810 51.956078,1.339769 51.956033,1.339380 51.956166,1.340735 51.957681,1.340986 51.957913,1.341079 51.958077,1.341017 51.958182,1.340758 51.958184,1.340637 51.958264,1.340577 51.958662,1.340593 51.958936,1.341631 51.958973,1.341686 51.958969,1.341691 51.958866,1.341890 51.958866,1.341889 51.958893,1.343756 51.958840,1.343912 51.958889,1.343983 51.958989,1.344740 51.959094,1.344671 51.959257,1.344681 51.959334,1.344786 51.959452,1.344949 51.959520,1.345139 51.959535,1.345263 51.959507,1.345428 51.959409,1.345510 51.959264,1.345819 51.959239,1.346124 51.959411,1.346279 51.959433,1.346323 51.959313,1.346424 51.959181,1.346761 51.959276,1.347255 51.958555,1.346437 51.958143,1.346786 51.957888,1.346578 51.957780,1.348745 51.956610,1.348669 51.956556,1.346491 51.957734,1.346396 51.957685,1.346054 51.957930,1.344579 51.957104,1.343945 51.956664,1.342666 51.955636,1.341924 51.954940,1.341656 51.955037,1.341480 51.954849,1.340942 51.955041,1.340856 51.954948,1.340223 51.955171)))",,Felixstowe South,,,,17,,
,,,2021-06-10,conservation-area:18,"MULTIPOLYGON (((1.360480 52.105730,1.359537 52.105643,1.359482 52.105977,1.359278 52.106670,1.359294 52.106724,1.359131 52.107187,1.359493 52.107210,1.359646 52.107259,1.359710 52.107311,1.359840 52.107281,1.359858 52.107183,1.360494 52.107228,1.360504 52.107115,1.360763 52.107120,1.360822 52.106652,1.362636 52.106575,1.362643 52.106609,1.362681 52.106615,1.364314 52.106524,1.363924 52.105189,1.362338 52.105222,1.362286 52.105310,1.362230 52.106237,1.361252 52.106161,1.361255 52.106119,1.360825 52.105916,1.360808 52.105861,1.360684 52.105865,1.360748 52.105632,1.360543 52.105602,1.360480 52.105730)))",,Bromeswell,,,,18,,
,,,2021-06-10,conservation-area:19,"MULTIPOLYGON (((1.497134 52.230396,1.496327 52.230128,1.496549 52.229946,1.496494 52.229867,1.496468 52.229644,1.496264 52.229276,1.496308 52.229151,1.496437 52.228974,1.496381 52.228793,1.496474 52.228603,1.496453 52.228526,1.496358 52.228431,1.496224 52.228191,1.496001 52.227926,1.495965 52.227956,1.494814 52.228099,1.494859 52.228322,1.494787 52.228333,1.494925 52.228643,1.494982 52.228870,1.495015 52.229432,1.494901 52.229883,1.494461 52.230589,1.494339 52.230579,1.493746 52.230402,1.493435 52.230794,1.492867 52.230692,1.492687 52.230677,1.492588 52.230704,1.490802 52.233962,1.491814 52.234343,1.492178 52.234340,1.492250 52.234424,1.491695 52.234749,1.491635 52.234812,1.493684 52.234904,1.493720 52.234903,1.493716 52.234797,1.493609 52.234683,1.493554 52.234440,1.493844 52.234425,1.493881 52.234453,1.495316 52.234308,1.496725 52.234305,1.498402 52.234222,1.498306 52.234015,1.498297 52.233944,1.498325 52.233926,1.498282 52.233570,1.498352 52.233562,1.498339 52.233504,1.498764 52.232294,1.498316 52.232024,1.497097 52.231597,1.497354 52.231341,1.497321 52.231159,1.497178 52.231115,1.497539 52.230749,1.497616 52.230529,1.497134 52.230396)))",,Kelsale cum Carlton,,,,19,,
,,,2021-06-10,conservation-area:20,"MULTIPOLYGON (((1.456270 52.274509,1.455606 52.274103,1.455483 52.273976,1.455363 52.273763,1.455753 52.273544,1.456533 52.273905,1.456664 52.273758,1.456847 52.273397,1.457181 52.273468,1.457202 52.273356,1.457053 52.273254,1.457095 52.273156,1.456351 52.273002,1.456372 52.272950,1.456322 52.272910,1.455929 52.272789,1.455978 52.272609,1.454410 52.272038,1.454670 52.271702,1.454215 52.271553,1.454082 52.271720,1.453131 52.271412,1.452345 52.271085,1.452626 52.270819,1.452355 52.270712,1.452518 52.270501,1.452554 52.270511,1.452730 52.270270,1.452068 52.270094,1.452822 52.269006,1.452969 52.268627,1.452941 52.268475,1.452575 52.267736,1.452520 52.267566,1.452046 52.267505,1.451732 52.267522,1.451396 52.267474,1.451099 52.268128,1.451601 52.268228,1.451230 52.268874,1.452033 52.268992,1.452172 52.269073,1.452158 52.269208,1.451826 52.269653,1.451480 52.269560,1.450954 52.270392,1.450666 52.270315,1.450356 52.270704,1.450279 52.270673,1.450278 52.270478,1.450178 52.270310,1.450109 52.270253,1.449984 52.270216,1.449875 52.270280,1.449956 52.270338,1.449371 52.270819,1.448436 52.270616,1.447132 52.270404,1.447223 52.270152,1.447917 52.269100,1.447425 52.268928,1.446490 52.270349,1.445851 52.270326,1.445286 52.270261,1.445201 52.270516,1.445136 52.270892,1.445451 52.270882,1.446700 52.271307,1.447165 52.270708,1.447766 52.270784,1.448508 52.270973,1.449170 52.271205,1.449211 52.271169,1.449595 52.271280,1.450132 52.271512,1.450095 52.271541,1.450705 52.271832,1.450759 52.271778,1.451118 52.271892,1.451089 52.271919,1.451174 52.271956,1.451124 52.271998,1.451662 52.272232,1.451443 52.272409,1.451665 52.272524,1.451980 52.272301,1.452809 52.272717,1.452987 52.272603,1.453281 52.272673,1.453384 52.272660,1.453439 52.272615,1.453986 52.272893,1.453385 52.273374,1.453803 52.273636,1.452745 52.274286,1.453311 52.274666,1.452261 52.275398,1.452473 52.275587,1.452646 52.275670,1.453996 52.276184,1.455774 52.276926,1.455537 52.277199,1.455568 52.277208,1.455004 52.277859,1.455338 52.277951,1.454950 52.278473,1.454513 52.278361,1.454228 52.278685,1.453818 52.279269,1.454019 52.279259,1.453546 52.279538,1.453057 52.279677,1.453248 52.280036,1.453473 52.280019,1.453587 52.280189,1.455615 52.280102,1.455690 52.279328,1.455096 52.279089,1.455059 52.278988,1.455171 52.278820,1.456165 52.277743,1.456750 52.277016,1.456795 52.276873,1.456790 52.276921,1.458099 52.276695,1.459065 52.275796,1.459144 52.275702,1.459135 52.275629,1.459222 52.275537,1.457469 52.274918,1.457244 52.275195,1.457191 52.275179,1.457054 52.274950,1.456270 52.274509)))",,Peasenhall,,,,20,,
,,,2021-06-10,conservation-area:21,"MULTIPOLYGON (((1.622937 52.272758,1.622879 52.272837,1.621230 52.272532,1.621089 52.272769,1.621327 52.272830,1.621458 52.272947,1.621507 52.272880,1.622108 52.273218,1.622805 52.273444,1.623580 52.273613,1.623757 52.273704,1.624113 52.273800,1.625587 52.274578,1.625668 52.274658,1.626325 52.275643,1.626539 52.276112,1.626567 52.276241,1.626558 52.276454,1.626059 52.277519,1.626070 52.277645,1.626019 52.277701,1.625092 52.277693,1.623970 52.277551,1.623602 52.277406,1.623057 52.277269,1.622952 52.277215,1.623073 52.276855,1.622368 52.276731,1.621953 52.276712,1.621951 52.276856,1.622004 52.276960,1.621950 52.277021,1.622054 52.277103,1.622176 52.277142,1.621852 52.277457,1.621464 52.277914,1.621030 52.277872,1.620857 52.278491,1.621522 52.278582,1.621591 52.279398,1.621694 52.279376,1.621747 52.279741,1.623172 52.279698,1.623907 52.279809,1.624082 52.279890,1.624141 52.279986,1.624365 52.280021,1.625507 52.279910,1.625336 52.279397,1.625433 52.279260,1.626573 52.279701,1.627111 52.279966,1.628582 52.281107,1.629143 52.281452,1.630523 52.280735,1.631143 52.280853,1.631606 52.281031,1.632016 52.281149,1.632862 52.281718,1.633300 52.281641,1.635615 52.281539,1.634397 52.279227,1.633523 52.277380,1.632694 52.275438,1.631800 52.273085,1.630585 52.273157,1.628899 52.272815,1.628862 52.272719,1.628735 52.272592,1.627960 52.272307,1.627688 52.272286,1.627428 52.272368,1.626720 52.272189,1.626773 52.272114,1.626581 52.271871,1.626292 52.271810,1.625774 52.271884,1.625409 52.271894,1.625422 52.271865,1.625368 52.271855,1.625145 52.272183,1.623862 52.271769,1.623675 52.271848,1.623514 52.271981,1.622937 52.272758)))",,Dunwich,,,,21,,
,,,2021-06-10,conservation-area:22,"MULTIPOLYGON (((1.617779 52.181728,1.617761 52.181698,1.618406 52.181458,1.617748 52.180621,1.617655 52.180556,1.616758 52.179507,1.616701 52.179497,1.615803 52.178480,1.615447 52.178613,1.615243 52.178413,1.614159 52.178712,1.613824 52.178290,1.613728 52.178316,1.612832 52.177209,1.611066 52.176701,1.610164 52.176628,1.609949 52.176558,1.609186 52.176965,1.608665 52.177192,1.608326 52.177484,1.608149 52.177582,1.606886 52.177733,1.606129 52.177857,1.605596 52.177966,1.605184 52.178101,1.604468 52.178560,1.604365 52.178680,1.604290 52.178837,1.604197 52.178822,1.603729 52.178924,1.603502 52.179028,1.603403 52.179140,1.603382 52.179248,1.603298 52.179363,1.602864 52.179620,1.602616 52.179917,1.602483 52.180162,1.602387 52.180259,1.602259 52.180318,1.602052 52.180344,1.601641 52.180319,1.600725 52.179917,1.600571 52.179888,1.600467 52.179910,1.600343 52.180038,1.600064 52.181417,1.600013 52.181483,1.599935 52.181520,1.600067 52.181618,1.600466 52.181602,1.600902 52.181690,1.601583 52.181946,1.602556 52.182395,1.603009 52.182487,1.603393 52.182523,1.603560 52.182507,1.604672 52.182185,1.605989 52.181928,1.606344 52.181927,1.606876 52.182007,1.608862 52.181697,1.609107 52.182152,1.611164 52.181942,1.611143 52.181920,1.611774 52.181843,1.612144 52.181987,1.612289 52.182006,1.612716 52.181934,1.612696 52.181852,1.612709 52.181888,1.612918 52.181861,1.613085 52.182045,1.613226 52.182004,1.613437 52.182292,1.613796 52.182171,1.614145 52.182558,1.614160 52.182655,1.614115 52.182714,1.614134 52.182737,1.615194 52.182376,1.615443 52.182677,1.615805 52.182550,1.616057 52.182772,1.616195 52.182648,1.616184 52.182601,1.616335 52.182379,1.616437 52.182410,1.616523 52.182727,1.616492 52.182748,1.616595 52.182813,1.616705 52.182776,1.616887 52.182908,1.616962 52.182929,1.617192 52.182857,1.617391 52.182682,1.617881 52.182414,1.618008 52.182538,1.618480 52.182231,1.618083 52.181946,1.618036 52.181865,1.617779 52.181728)))",,Thorpeness,,,,22,,
,,,2021-06-10,conservation-area:23,"MULTIPOLYGON (((1.353056 51.963504,1.353506 51.964813,1.352875 51.964960,1.353056 51.965460,1.352995 51.965475,1.353202 51.965810,1.356647 51.964983,1.356678 51.965034,1.357272 51.964897,1.357458 51.965289,1.358168 51.965525,1.358863 51.965836,1.359012 51.965809,1.359137 51.966018,1.359273 51.966167,1.359389 51.966191,1.359662 51.966174,1.360133 51.966082,1.359658 51.964965,1.360448 51.964831,1.360276 51.964442,1.360643 51.964066,1.361579 51.964392,1.361648 51.964399,1.361748 51.964263,1.362186 51.965296,1.363555 51.964855,1.364389 51.964496,1.364542 51.964495,1.364766 51.964444,1.365210 51.964269,1.366455 51.965551,1.366626 51.965592,1.366962 51.965906,1.366741 51.966214,1.367560 51.966394,1.368402 51.966625,1.370421 51.967012,1.371946 51.966427,1.371207 51.965755,1.370885 51.965503,1.370895 51.965478,1.370856 51.965445,1.370919 51.965417,1.370357 51.964905,1.370385 51.964893,1.370075 51.964651,1.369668 51.964386,1.368810 51.963994,1.368482 51.963900,1.367725 51.963786,1.367315 51.963808,1.366980 51.963707,1.363537 51.963073,1.362978 51.962893,1.361011 51.962073,1.360608 51.961957,1.358317 51.961334,1.356177 51.960947,1.353489 51.960320,1.348282 51.958943,1.347815 51.958791,1.347255 51.958555,1.346761 51.959276,1.346424 51.959181,1.346323 51.959313,1.346252 51.959516,1.346274 51.959537,1.346169 51.959785,1.346155 51.960132,1.343706 51.959815,1.343395 51.960727,1.343384 51.960766,1.344642 51.960900,1.344510 51.961272,1.345046 51.961371,1.345098 51.961318,1.345309 51.961334,1.345315 51.962285,1.346418 51.962242,1.346390 51.962049,1.347070 51.962006,1.346987 51.961143,1.347674 51.961263,1.348218 51.961297,1.348151 51.961622,1.348594 51.961623,1.348621 51.961796,1.348573 51.961799,1.348594 51.961933,1.348641 51.961930,1.348777 51.962690,1.349207 51.962724,1.349028 51.961625,1.349139 51.961155,1.350569 51.961443,1.350555 51.963158,1.350489 51.963407,1.351072 51.963717,1.351539 51.964060,1.351956 51.964487,1.352203 51.964953,1.351767 51.963675,1.353039 51.963464,1.353056 51.963504)))",,Felixstowe,,,,23,,
,,,2021-06-10,conservation-area:24,"MULTIPOLYGON (((1.344535 52.219229,1.344442 52.219217,1.344324 52.219290,1.343400 52.220005,1.342600 52.219797,1.342381 52.219679,1.341635 52.219617,1.341705 52.219852,1.340995 52.219919,1.340553 52.220002,1.340553 52.220075,1.340461 52.220120,1.340662 52.220418,1.341223 52.220403,1.341191 52.220821,1.340994 52.220808,1.340960 52.221021,1.341253 52.221043,1.341218 52.221247,1.341129 52.221392,1.341164 52.221408,1.341115 52.221478,1.340115 52.221482,1.340041 52.221906,1.340149 52.221910,1.340111 52.222091,1.340268 52.222196,1.339975 52.222796,1.340501 52.222911,1.340282 52.223330,1.340219 52.223582,1.340245 52.223797,1.340403 52.224145,1.339643 52.224300,1.339508 52.224028,1.339221 52.224109,1.339163 52.224333,1.339055 52.224492,1.337691 52.224599,1.337922 52.225648,1.337934 52.226068,1.337896 52.226177,1.337697 52.226159,1.337537 52.226392,1.337342 52.226581,1.337005 52.226764,1.337009 52.226803,1.337600 52.226840,1.337377 52.227153,1.337093 52.227420,1.337969 52.227384,1.338026 52.227913,1.338267 52.228063,1.338335 52.228022,1.338393 52.228057,1.338357 52.228081,1.338384 52.228096,1.338416 52.228075,1.338514 52.228130,1.340415 52.228328,1.340309 52.228185,1.340443 52.228175,1.340494 52.228129,1.340579 52.227265,1.342422 52.227349,1.344574 52.228269,1.344553 52.228072,1.344465 52.227988,1.344474 52.227966,1.344845 52.228063,1.344986 52.227674,1.345088 52.227488,1.345868 52.226487,1.346308 52.226503,1.346263 52.226434,1.346314 52.225806,1.346435 52.225663,1.346411 52.225500,1.346438 52.225429,1.347375 52.225358,1.347886 52.225247,1.348906 52.224901,1.349833 52.224730,1.349623 52.223923,1.349310 52.223932,1.349118 52.223537,1.349022 52.223426,1.348987 52.223429,1.348809 52.223273,1.348586 52.223138,1.348249 52.222967,1.348157 52.222858,1.348126 52.222554,1.348813 52.222503,1.348915 52.222543,1.349010 52.222460,1.348920 52.222292,1.348712 52.222343,1.348670 52.222209,1.348641 52.222160,1.348612 52.222166,1.348390 52.221782,1.348186 52.221772,1.348020 52.221801,1.347828 52.221578,1.347565 52.221408,1.346028 52.221138,1.345087 52.221156,1.345102 52.221005,1.344587 52.220946,1.344485 52.220625,1.344448 52.219900,1.344349 52.219893,1.344421 52.219469,1.344535 52.219229)))",,Framlingham,,,,24,,
