conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,reference,start-date,slug
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.227775 51.157822,-0.227894 51.157804,-0.228163 51.157837,-0.228652 51.157738,-0.228434 51.157461,-0.229216 51.157242,-0.229133 51.157124,-0.229369 51.157040,-0.229358 51.157022,-0.230125 51.156776,-0.229468 51.156176,-0.229999 51.155630,-0.229883 51.155551,-0.228679 51.155735,-0.228069 51.155584,-0.227729 51.155549,-0.227572 51.155360,-0.226093 51.155482,-0.225884 51.155257,-0.225528 51.154602,-0.225799 51.154585,-0.225798 51.154425,-0.225884 51.154428,-0.225942 51.154213,-0.226022 51.154222,-0.226071 51.154064,-0.224974 51.153862,-0.224820 51.154041,-0.224376 51.153552,-0.224329 51.153459,-0.222765 51.153690,-0.222954 51.153872,-0.222223 51.155025,-0.222576 51.155097,-0.222451 51.155360,-0.222464 51.155519,-0.222624 51.155753,-0.222961 51.156093,-0.223054 51.156267,-0.222289 51.156413,-0.222512 51.156740,-0.223340 51.156281,-0.223787 51.156223,-0.224181 51.156130,-0.224925 51.156900,-0.224664 51.156984,-0.225046 51.157418,-0.225178 51.157346,-0.225674 51.157571,-0.225348 51.158393,-0.226414 51.158163,-0.226850 51.158159,-0.227600 51.158298,-0.227746 51.157818,-0.227775 51.157822)))",MV8 CHARLWOOD 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.224821 51.160592,-0.225046 51.160509,-0.225916 51.160541,-0.225951 51.160507,-0.225953 51.160374,-0.226073 51.160239,-0.226777 51.159984,-0.226265 51.159728,-0.226541 51.159535,-0.226550 51.159406,-0.226632 51.159280,-0.226687 51.158552,-0.226657 51.158520,-0.227359 51.158604,-0.227442 51.158268,-0.226850 51.158159,-0.226414 51.158163,-0.225348 51.158393,-0.225674 51.157571,-0.225178 51.157346,-0.224479 51.157731,-0.223106 51.158386,-0.222982 51.158296,-0.222470 51.158509,-0.221848 51.158646,-0.221922 51.158758,-0.222642 51.159256,-0.223346 51.159686,-0.224042 51.160060,-0.223993 51.160103,-0.224821 51.160592)),((-0.224820 51.154041,-0.224974 51.153862,-0.226071 51.154064,-0.226174 51.153818,-0.225999 51.153744,-0.225618 51.153684,-0.225733 51.153508,-0.225337 51.153444,-0.225581 51.153160,-0.225482 51.153112,-0.225550 51.153060,-0.225253 51.152833,-0.225164 51.152806,-0.224656 51.152800,-0.224469 51.152866,-0.224429 51.152986,-0.224323 51.153030,-0.224195 51.153048,-0.224024 51.153024,-0.224288 51.153333,-0.224376 51.153552,-0.224820 51.154041)))",MV8a CHARLWOOD 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.222182 51.155019,-0.222223 51.155025,-0.222954 51.153872,-0.222716 51.153639,-0.221903 51.153913,-0.221925 51.154059,-0.221843 51.154211,-0.221741 51.154821,-0.221629 51.154912,-0.221385 51.155428,-0.222182 51.155019)))",MV8b CHARLWOOD 18TH JUNE 1997,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.350060 51.185633,-0.350080 51.185685,-0.350663 51.185574,-0.351606 51.185298,-0.351660 51.185306,-0.351696 51.185261,-0.352108 51.185136,-0.352543 51.184937,-0.352649 51.185039,-0.352883 51.184921,-0.354352 51.184659,-0.354368 51.184701,-0.354956 51.184682,-0.354901 51.184447,-0.355640 51.184472,-0.356355 51.184540,-0.356285 51.184392,-0.356605 51.184310,-0.357540 51.183694,-0.358111 51.183457,-0.358294 51.183339,-0.358917 51.182662,-0.359336 51.182304,-0.359462 51.182016,-0.359364 51.181828,-0.359117 51.181501,-0.359049 51.181301,-0.359411 51.180315,-0.359443 51.180117,-0.359453 51.179578,-0.359482 51.179481,-0.359460 51.179398,-0.359152 51.179097,-0.359166 51.179059,-0.359311 51.179103,-0.359598 51.179101,-0.359517 51.178960,-0.359519 51.178671,-0.359357 51.178367,-0.359016 51.178385,-0.358996 51.178151,-0.358297 51.178176,-0.358303 51.178485,-0.357699 51.178493,-0.357654 51.178770,-0.357517 51.178944,-0.356915 51.178865,-0.357019 51.178320,-0.356956 51.178307,-0.356953 51.178257,-0.356509 51.178142,-0.356266 51.178017,-0.355933 51.178074,-0.355565 51.178417,-0.355819 51.178755,-0.356190 51.178747,-0.356370 51.178800,-0.356486 51.179166,-0.356480 51.179432,-0.356584 51.179589,-0.356206 51.179768,-0.356141 51.179755,-0.355661 51.181048,-0.356255 51.181215,-0.356200 51.181488,-0.356403 51.181674,-0.356114 51.181878,-0.356227 51.181967,-0.355922 51.182141,-0.354629 51.182073,-0.354281 51.182103,-0.354426 51.182287,-0.353521 51.182635,-0.353792 51.182945,-0.353550 51.183003,-0.353378 51.183092,-0.352972 51.183552,-0.352858 51.183730,-0.352839 51.183905,-0.353047 51.184613,-0.352662 51.184754,-0.352526 51.184753,-0.351436 51.185166,-0.350734 51.185394,-0.349696 51.185242,-0.349732 51.185358,-0.349739 51.185546,-0.349767 51.185583,-0.349856 51.185635,-0.350060 51.185633)))",MV9 COLDHARBOUR 16TH JULY 1975,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.333620 51.232582,-0.333640 51.232625,-0.333598 51.232633,-0.333618 51.232677,-0.333282 51.232756,-0.333307 51.232835,-0.333126 51.232850,-0.333160 51.232914,-0.333154 51.233002,-0.333313 51.232973,-0.333434 51.233174,-0.333615 51.233648,-0.333675 51.233937,-0.334015 51.233858,-0.334235 51.233723,-0.334501 51.234178,-0.334686 51.234390,-0.334771 51.233766,-0.334717 51.233511,-0.334575 51.233523,-0.334411 51.233033,-0.334152 51.232602,-0.334133 51.232461,-0.333620 51.232582)))",MV10a DORKING 26TH NOVEMBER 1980,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.325690 51.232257,-0.326264 51.232279,-0.326511 51.232363,-0.326847 51.232538,-0.327259 51.232603,-0.327646 51.232627,-0.328377 51.232597,-0.328647 51.232510,-0.328819 51.232387,-0.328844 51.232139,-0.329457 51.231823,-0.328980 51.231415,-0.328785 51.231502,-0.328515 51.231293,-0.328341 51.231370,-0.328121 51.231195,-0.328391 51.231029,-0.328405 51.230984,-0.328107 51.230886,-0.327986 51.230879,-0.327663 51.231095,-0.326472 51.230429,-0.325941 51.230059,-0.325805 51.229932,-0.325798 51.229977,-0.325691 51.230061,-0.324251 51.230839,-0.324384 51.231159,-0.324451 51.231240,-0.325062 51.231578,-0.325690 51.232257)),((-0.332024 51.233202,-0.331735 51.233088,-0.331554 51.232898,-0.331313 51.232926,-0.331026 51.233035,-0.331491 51.233458,-0.331607 51.233509,-0.332081 51.233461,-0.332106 51.233395,-0.332024 51.233202)))",MV10b DORKING 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.328521 51.235021,-0.328683 51.234953,-0.328862 51.235116,-0.329653 51.234797,-0.329037 51.234190,-0.329134 51.234145,-0.328737 51.233991,-0.327908 51.234426,-0.328521 51.235021)))",MV10c DORKING 11TH SEPTEMBER 1996,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.353827 51.291897,-0.354532 51.292524,-0.355412 51.292193,-0.354719 51.291483,-0.354957 51.291374,-0.355105 51.291243,-0.355407 51.291136,-0.355427 51.291154,-0.355511 51.290977,-0.355433 51.290907,-0.355449 51.290807,-0.355233 51.290590,-0.355109 51.290583,-0.354989 51.290637,-0.354895 51.290555,-0.354822 51.290586,-0.354646 51.290868,-0.354611 51.291136,-0.354197 51.291474,-0.354272 51.291532,-0.353827 51.291897)))",MV11a FETCHAM 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.353910 51.291328,-0.354197 51.291474,-0.354611 51.291136,-0.354632 51.290922,-0.354681 51.290782,-0.354822 51.290586,-0.354986 51.290513,-0.354806 51.290305,-0.354825 51.290293,-0.354507 51.289999,-0.354362 51.290050,-0.353688 51.289408,-0.353534 51.289448,-0.353396 51.289281,-0.353243 51.288991,-0.353042 51.289032,-0.352830 51.288604,-0.353122 51.288543,-0.353213 51.288424,-0.353063 51.288185,-0.353175 51.288061,-0.353034 51.287790,-0.352175 51.287996,-0.351417 51.288282,-0.351087 51.288303,-0.350979 51.288342,-0.350939 51.288564,-0.350967 51.288695,-0.351136 51.288997,-0.351304 51.289191,-0.352059 51.289809,-0.352450 51.289669,-0.352850 51.290096,-0.352198 51.290370,-0.352875 51.290957,-0.352465 51.291084,-0.352799 51.291351,-0.353287 51.291141,-0.353461 51.291286,-0.353731 51.291163,-0.353910 51.291328)))",MV11 FETCHAM 14TH FEBRUARY 1984,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.393949 51.158884,-0.394132 51.159192,-0.394096 51.160061,-0.393842 51.160061,-0.393859 51.160338,-0.393629 51.160845,-0.393589 51.160865,-0.393216 51.160813,-0.393185 51.160786,-0.393202 51.160702,-0.392826 51.160679,-0.392807 51.160757,-0.392765 51.160754,-0.392734 51.160916,-0.392879 51.160915,-0.392813 51.161363,-0.393229 51.161427,-0.393370 51.161560,-0.393231 51.161766,-0.393149 51.162017,-0.393148 51.162371,-0.393099 51.162626,-0.392805 51.162763,-0.392781 51.163245,-0.393924 51.163287,-0.394057 51.163652,-0.394355 51.164041,-0.394468 51.164337,-0.394608 51.164573,-0.394950 51.164517,-0.394844 51.164291,-0.394773 51.163967,-0.395251 51.163862,-0.395057 51.163365,-0.394594 51.163427,-0.394549 51.163312,-0.394589 51.162575,-0.394679 51.162582,-0.394647 51.162431,-0.394781 51.162184,-0.394814 51.161849,-0.394867 51.161654,-0.395008 51.161440,-0.395361 51.161201,-0.395492 51.160990,-0.395734 51.160801,-0.396811 51.160190,-0.398042 51.160243,-0.398026 51.160378,-0.398290 51.160295,-0.398390 51.160338,-0.398769 51.160374,-0.399925 51.160434,-0.399817 51.161410,-0.400953 51.161533,-0.401397 51.161659,-0.401460 51.161610,-0.401521 51.161630,-0.401552 51.161596,-0.401563 51.161541,-0.401503 51.161511,-0.401518 51.161463,-0.401768 51.161384,-0.401788 51.161272,-0.401696 51.161219,-0.401729 51.161161,-0.401792 51.161131,-0.402098 51.161136,-0.402187 51.161110,-0.402123 51.160970,-0.402263 51.160664,-0.402155 51.160602,-0.401646 51.160428,-0.400740 51.160281,-0.400926 51.159968,-0.399892 51.159555,-0.399636 51.159745,-0.399429 51.159686,-0.399668 51.159400,-0.398812 51.159112,-0.398159 51.158857,-0.397890 51.158718,-0.397843 51.158593,-0.397935 51.158360,-0.397922 51.158291,-0.397690 51.158029,-0.397814 51.158245,-0.397747 51.158293,-0.397160 51.158025,-0.397282 51.157819,-0.397409 51.157691,-0.397197 51.157734,-0.395902 51.157771,-0.395719 51.157001,-0.394759 51.157035,-0.393467 51.156841,-0.393388 51.156954,-0.393317 51.157212,-0.393425 51.157564,-0.393575 51.157875,-0.393984 51.158245,-0.393222 51.158350,-0.393320 51.158940,-0.393949 51.158884)))",MV12 FOREST GREEN 16TH JULY 1975,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.393949 51.158884,-0.393320 51.158940,-0.393368 51.159231,-0.393395 51.159250,-0.393532 51.160342,-0.393858 51.160340,-0.393842 51.160061,-0.394096 51.160061,-0.394132 51.159192,-0.393949 51.158884)),((-0.391604 51.161334,-0.392000 51.161334,-0.392440 51.161270,-0.392813 51.161363,-0.392879 51.160915,-0.392147 51.160989,-0.392060 51.160810,-0.391937 51.160757,-0.391569 51.160739,-0.391203 51.160775,-0.391064 51.160972,-0.391047 51.161070,-0.391073 51.161172,-0.391265 51.161267,-0.391509 51.161223,-0.391604 51.161334)),((-0.397747 51.158293,-0.397814 51.158245,-0.397787 51.158189,-0.397690 51.158029,-0.397393 51.157699,-0.397226 51.157896,-0.397160 51.158025,-0.397747 51.158293)))",MV12a FOREST GREEN 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
